"cliente_nomenclatura","campaña_nomenclatura","llave_ventas","llave_unica_mp","versión","tipo_presupuesto","tipo_2","comentario","Año-Mes","mes_plan","campaña_nomenclatura","plataforma","fecha_inicio_plan","fecha_fin_plan","inicio_campaña","fin_campaña","costo_planeado","kpi_planeado","serving","inversión_plataforma","inversión_total","inversión_AdOps","Operativo_AdOps","Serving_AdOps","costo_operativo","semana","inicio_reporte","fin_reporte","inicio_campaña_reporte","fin_campaña_reporte","divisa","dinero_gastado","impresiones","clics","conversiones","revenue","llave_analytics","conversiones_directas","conversiones_asistidas","revenue_directo","revenue_asistido","total_conversiones","total_revenue","ultima_actualizacion"
"petco","hills","2002_petco_hills_ppf_pfm_fb","2002_petco_hills_ppf_pfm_fb_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","hills","Facebook","2020-02-01 0:00:00","2020-02-29 0:00:00","2020-02-01 0:00:00","2020-02-19 0:00:00",4,4428,0,"17710.00","17710.00","17710.00","17710.00",0,4,"semana_5","2020-02-01 0:00:00","2020-02-08 0:00:00","2020-02-01 0:00:00","2020-02-08 0:00:00","MXN",4617,419803,2379,0,0,"2002_petco_hills_ppf_pfm_fb_2020-02-01",0,0,0,0,0,0,"2020-04-30 10:32:07"
"petco","hills","2002_petco_hills_ppf_pfm_fb","2002_petco_hills_ppf_pfm_fb_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","hills","Facebook","2020-02-01 0:00:00","2020-02-29 0:00:00","2020-02-01 0:00:00","2020-02-19 0:00:00",0,0,0,0,0,0,0,0,0,"semana_6","2020-02-09 0:00:00","2020-02-16 0:00:00","2020-02-09 0:00:00","2020-02-16 0:00:00","MXN",4316,288949,1793,0,0,"2002_petco_hills_ppf_pfm_fb_2020-02-09",0,0,0,0,0,0,"2020-04-30 10:32:07"
"petco","hills","2002_petco_hills_ppf_pfm_fb","2002_petco_hills_ppf_pfm_fb_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","hills","Facebook","2020-02-01 0:00:00","2020-02-29 0:00:00","2020-02-01 0:00:00","2020-02-29 0:00:00",0,0,0,0,0,0,0,0,0,"semana_7","2020-02-17 0:00:00","2020-02-24 0:00:00","2020-02-17 0:00:00","2020-02-24 0:00:00","MXN",4459,328731,1812,0,0,"2002_petco_hills_ppf_pfm_fb_2020-02-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"petco","hills","2002_petco_hills_ppf_pfm_fb","2002_petco_hills_ppf_pfm_fb_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","hills","Facebook","2020-02-01 0:00:00","2020-02-29 0:00:00","2020-02-24 0:00:00","2020-02-29 0:00:00",0,0,0,0,0,0,0,0,0,"semana_8","2020-02-25 0:00:00","2020-02-29 0:00:00","2020-02-25 0:00:00","2020-02-29 0:00:00","MXN",2798,246578,1140,0,0,"2002_petco_hills_ppf_pfm_fb_2020-02-25",0,0,0,0,0,0,"2020-04-30 10:32:07"
"petco","hills","2002_petco_hills_ppf_pfm_sem","2002_petco_hills_ppf_pfm_sem_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","hills","Google Search","2020-02-01 0:00:00","2020-02-29 0:00:00","2019-04-24 0:00:00","2020-04-30 0:00:00",9,1124,0,"10120.00","10120.00","10120.00","10120.00",0,9,"semana_5","2020-02-01 0:00:00","2020-02-08 0:00:00","2020-02-01 0:00:00","2020-02-08 0:00:00","MXN",3005,44552,2977,0,0,"2002_petco_hills_ppf_pfm_sem_2020-02-01",0,0,0,0,0,0,"2020-04-30 10:32:07"
"petco","hills","2002_petco_hills_ppf_pfm_sem","2002_petco_hills_ppf_pfm_sem_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","hills","Google Search","2020-02-01 0:00:00","2020-02-29 0:00:00","2019-04-24 0:00:00","2020-04-30 0:00:00",0,0,0,0,0,0,0,0,0,"semana_6","2020-02-09 0:00:00","2020-02-16 0:00:00","2020-02-09 0:00:00","2020-02-16 0:00:00","MXN",2931,55186,2695,0,0,"2002_petco_hills_ppf_pfm_sem_2020-02-09",0,0,0,0,0,0,"2020-04-30 10:32:07"
"petco","hills","2002_petco_hills_ppf_pfm_sem","2002_petco_hills_ppf_pfm_sem_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","hills","Google Search","2020-02-01 0:00:00","2020-02-29 0:00:00","2019-04-24 0:00:00","2020-04-30 0:00:00",0,0,0,0,0,0,0,0,0,"semana_7","2020-02-17 0:00:00","2020-02-24 0:00:00","2020-02-17 0:00:00","2020-02-24 0:00:00","MXN",2913,56337,2671,0,0,"2002_petco_hills_ppf_pfm_sem_2020-02-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"petco","hills","2002_petco_hills_ppf_pfm_sem","2002_petco_hills_ppf_pfm_sem_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","hills","Google Search","2020-02-01 0:00:00","2020-02-29 0:00:00","2019-04-24 0:00:00","2020-04-30 0:00:00",0,0,0,0,0,0,0,0,0,"semana_8","2020-02-25 0:00:00","2020-02-29 0:00:00","2020-02-25 0:00:00","2020-02-29 0:00:00","MXN",1270,21326,1104,0,0,"2002_petco_hills_ppf_pfm_sem_2020-02-25",0,0,0,0,0,0,"2020-04-30 10:32:07"
"petco","hills","2003_petco_hills_ppf_pfm_dsp","2003_petco_hills_ppf_pfm_dsp_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2003,"Marzo","hills","Programmatic","2020-03-03 0:00:00","2020-03-31 0:00:00","2020-03-03 0:00:00","2020-03-31 0:00:00",36.25,606081,800.03,"21969.97","22770.00","14800.50","14000.47",800.03,23.1,"semana_9","2020-03-01 0:00:00","2020-03-08 0:00:00","2020-03-03 0:00:00","2020-02-29 0:00:00","MXN",4758,131262,78,3,"3,521","2003_petco_hills_ppf_pfm_dsp_2020-03-01",0,3,0,"3,521",0,0,"2020-04-30 10:32:07"
"petco","hills","2003_petco_hills_ppf_pfm_dsp","2003_petco_hills_ppf_pfm_dsp_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2003,"Marzo","hills","Programmatic","2020-03-03 0:00:00","2020-03-31 0:00:00","2020-03-03 0:00:00","2020-03-31 0:00:00",0,0,0,0,0,0,0,0,0,"semana_10","2020-03-09 0:00:00","2020-03-16 0:00:00","2020-03-09 0:00:00","2020-03-01 0:00:00","MXN",0,178409,103,51,"87,577","2003_petco_hills_ppf_pfm_dsp_2020-03-09",0,51,0,"87,577",0,0,"2020-04-30 10:32:07"
"petco","hills","2003_petco_hills_ppf_pfm_dsp","2003_petco_hills_ppf_pfm_dsp_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2003,"Marzo","hills","Programmatic","2020-03-03 0:00:00","2020-03-31 0:00:00","2020-03-03 0:00:00","2020-03-31 0:00:00",0,0,0,0,0,0,0,0,0,"semana_11","2020-03-17 0:00:00","2020-03-24 0:00:00","2020-03-17 0:00:00","2020-03-24 0:00:00","MXN",0,219005,57,62,"84,668","2003_petco_hills_ppf_pfm_dsp_2020-03-17",62,0,"84,668",0,0,0,"2020-04-30 10:32:07"
"petco","hills","2003_petco_hills_ppf_pfm_dsp","2003_petco_hills_ppf_pfm_dsp_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2003,"Marzo","hills","Programmatic","2020-03-03 0:00:00","2020-03-31 0:00:00","2020-03-03 0:00:00","2020-03-31 0:00:00",0,0,0,0,0,0,0,0,0,"semana_12","2020-03-25 0:00:00","2020-03-31 0:00:00","2020-03-25 0:00:00","2020-03-31 0:00:00","MXN",0,102498,65,52,"76,031","2003_petco_hills_ppf_pfm_dsp_2020-03-25",52,0,"76,031",0,0,0,"2020-04-30 10:32:07"
"petco","hills","2003_petco_hills_ppf_pfm_dsp","2003_petco_hills_ppf_pfm_dsp_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2003,"Marzo","hills","Programmatic","2020-03-03 0:00:00","2020-03-31 0:00:00","2020-03-03 0:00:00","2020-03-31 0:00:00",0,0,0,0,0,0,0,0,0,"semana_13","2020-04-01 0:00:00","2020-04-08 0:00:00","2020-04-01 0:00:00","2020-02-29 0:00:00","MXN",0,530,1,53,"67,633","2003_petco_hills_ppf_pfm_dsp_2020-04-01",0,53,0,"67,633",0,0,"2020-04-30 10:32:07"
"petco","hills","2003_petco_hills_ppf_pfm_dsp","2003_petco_hills_ppf_pfm_dsp_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2003,"Marzo","hills","Programmatic","2020-03-03 0:00:00","2020-03-31 0:00:00","2020-03-03 0:00:00","2020-03-31 0:00:00",0,0,0,0,0,0,0,0,0,"semana_14","2020-04-09 0:00:00","2020-04-16 0:00:00","2020-04-09 0:00:00","2020-04-16 0:00:00","MXN",0,0,0,31,"61,168","2003_petco_hills_ppf_pfm_dsp_2020-04-09",31,0,"61,168",0,0,0,"2020-04-30 10:32:07"
"petco","hills","2003_petco_hills_ppf_pfm_dsp","2003_petco_hills_ppf_pfm_dsp_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2003,"Marzo","hills","Programmatic","2020-03-03 0:00:00","2020-03-31 0:00:00","2020-03-03 0:00:00","2020-03-31 0:00:00",0,0,0,0,0,0,0,0,0,"semana_15","2020-04-17 0:00:00","2020-04-24 0:00:00","2020-04-17 0:00:00","2020-04-16 0:00:00","MXN",0,0,0,16,"23,680","2003_petco_hills_ppf_pfm_dsp_2020-04-17",0,16,0,"23,680",0,0,"2020-04-30 10:32:07"
"petco","hills","2003_petco_hills_ppf_pfm_fb","2003_petco_hills_ppf_pfm_fb_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2003,"Marzo","hills","Facebook","2020-03-03 0:00:00","2020-03-31 0:00:00","2020-03-03 0:00:00","2020-03-31 0:00:00",4,4428,0,"17710.00","17710.00","17710.00","17710.00",0,4,"semana_9","2020-03-01 0:00:00","2020-03-08 0:00:00","2020-03-03 0:00:00","2020-03-08 0:00:00","MXN",3495,422502,1522,0,0,"2003_petco_hills_ppf_pfm_fb_2020-03-01",0,0,0,0,0,0,"2020-04-30 10:32:07"
"petco","hills","2003_petco_hills_ppf_pfm_fb","2003_petco_hills_ppf_pfm_fb_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2003,"Marzo","hills","Facebook","2020-03-03 0:00:00","2020-03-31 0:00:00","2020-03-03 0:00:00","2020-03-31 0:00:00",0,0,0,0,0,0,0,0,0,"semana_10","2020-03-09 0:00:00","2020-03-16 0:00:00","2020-03-09 0:00:00","2020-03-16 0:00:00","MXN",5024,548551,2121,0,0,"2003_petco_hills_ppf_pfm_fb_2020-03-09",0,0,0,0,0,0,"2020-04-30 10:32:07"
"petco","hills","2003_petco_hills_ppf_pfm_fb","2003_petco_hills_ppf_pfm_fb_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2003,"Marzo","hills","Facebook","2020-03-03 0:00:00","2020-03-31 0:00:00","2020-03-03 0:00:00","2020-03-31 0:00:00",0,0,0,0,0,0,0,0,0,"semana_11","2020-03-17 0:00:00","2020-03-24 0:00:00","2020-03-17 0:00:00","2020-03-24 0:00:00","MXN",4510,651441,1788,0,0,"2003_petco_hills_ppf_pfm_fb_2020-03-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"petco","hills","2003_petco_hills_ppf_pfm_fb","2003_petco_hills_ppf_pfm_fb_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2003,"Marzo","hills","Facebook","2020-03-03 0:00:00","2020-03-31 0:00:00","2020-03-03 0:00:00","2020-03-31 0:00:00",0,0,0,0,0,0,0,0,0,"semana_12","2020-03-25 0:00:00","2020-03-31 0:00:00","2020-03-25 0:00:00","2020-03-31 0:00:00","MXN",1277,215044,886,0,0,"2003_petco_hills_ppf_pfm_fb_2020-03-25",0,0,0,0,0,0,"2020-04-30 10:32:07"
"petco","hills","2003_petco_hills_ppf_pfm_sem","2003_petco_hills_ppf_pfm_sem_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2003,"Marzo","hills","Google Search","2020-03-03 0:00:00","2020-03-31 0:00:00","2019-04-24 0:00:00","2020-04-30 0:00:00",9,1124,0,"10120.00","10120.00","10120.00","10120.00",0,9,"semana_9","2020-03-01 0:00:00","2020-03-08 0:00:00","2020-03-01 0:00:00","2020-03-08 0:00:00","MXN",2965,375375,5184,0,0,"2003_petco_hills_ppf_pfm_sem_2020-03-01",0,0,0,0,0,0,"2020-04-30 10:32:07"
"petco","hills","2003_petco_hills_ppf_pfm_sem","2003_petco_hills_ppf_pfm_sem_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2003,"Marzo","hills","Google Search","2020-03-03 0:00:00","2020-03-31 0:00:00","2019-04-24 0:00:00","2020-04-30 0:00:00",0,0,0,0,0,0,0,0,0,"semana_10","2020-03-09 0:00:00","2020-03-16 0:00:00","2020-03-09 0:00:00","2020-03-16 0:00:00","MXN",2962,752007,8192,0,0,"2003_petco_hills_ppf_pfm_sem_2020-03-09",0,0,0,0,0,0,"2020-04-30 10:32:07"
"petco","hills","2003_petco_hills_ppf_pfm_sem","2003_petco_hills_ppf_pfm_sem_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2003,"Marzo","hills","Google Search","2020-03-03 0:00:00","2020-03-31 0:00:00","2019-04-24 0:00:00","2020-04-30 0:00:00",0,0,0,0,0,0,0,0,0,"semana_11","2020-03-17 0:00:00","2020-03-24 0:00:00","2020-03-17 0:00:00","2020-03-24 0:00:00","MXN",2889,814486,7747,0,0,"2003_petco_hills_ppf_pfm_sem_2020-03-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"petco","hills","2003_petco_hills_ppf_pfm_sem","2003_petco_hills_ppf_pfm_sem_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2003,"Marzo","hills","Google Search","2020-03-03 0:00:00","2020-03-31 0:00:00","2019-04-24 0:00:00","2020-04-30 0:00:00",0,0,0,0,0,0,0,0,0,"semana_12","2020-03-25 0:00:00","2020-03-31 0:00:00","2020-03-25 0:00:00","2020-03-31 0:00:00","MXN",596,136946,1659,0,0,"2003_petco_hills_ppf_pfm_sem_2020-03-25",0,0,0,0,0,0,"2020-04-30 10:32:07"
"petco","hills","2004_petco_hills_ppf_pfm_dsp","2004_petco_hills_ppf_pfm_dsp_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2004,"Abril","hills","Programmatic","2020-04-01 0:00:00","2020-04-30 0:00:00","2020-04-01 0:00:00","2020-04-30 0:00:00",36.25,661179,872.76,"23967.24","24840.00","16146.00","15273.24",872.76,23.1,"semana_13","2020-04-01 0:00:00","2020-04-08 0:00:00","2020-04-01 0:00:00","2020-03-31 0:00:00","MXN",7716,212862,106,17,"21,369","2004_petco_hills_ppf_pfm_dsp_2020-04-01",0,17,0,"21,369",0,0,"2020-04-30 10:32:07"
"petco","hills","2004_petco_hills_ppf_pfm_dsp","2004_petco_hills_ppf_pfm_dsp_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2004,"Abril","hills","Programmatic","2020-04-01 0:00:00","2020-04-30 0:00:00","2020-04-01 0:00:00","2020-04-30 0:00:00",0,0,0,0,0,0,0,0,0,"semana_14","2020-04-09 0:00:00","2020-04-16 0:00:00","2020-04-09 0:00:00","2020-03-31 0:00:00","MXN",0,158253,105,49,"70,210","2004_petco_hills_ppf_pfm_dsp_2020-04-09",0,49,0,"70,210",0,0,"2020-04-30 10:32:07"
"petco","hills","2004_petco_hills_ppf_pfm_dsp","2004_petco_hills_ppf_pfm_dsp_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2004,"Abril","hills","Programmatic","2020-04-01 0:00:00","2020-04-30 0:00:00","2020-04-01 0:00:00","2020-04-30 0:00:00",0,0,0,0,0,0,0,0,0,"semana_15","2020-04-17 0:00:00","2020-04-24 0:00:00","2020-04-17 0:00:00","2020-04-24 0:00:00","MXN",0,204757,198,93,"127,959","2004_petco_hills_ppf_pfm_dsp_2020-04-17",93,0,"127,959",0,0,0,"2020-04-30 10:32:07"
"petco","hills","2004_petco_hills_ppf_pfm_fb","2004_petco_hills_ppf_pfm_fb_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2004,"Abril","hills","Facebook","2020-04-01 0:00:00","2020-04-30 0:00:00","2020-04-01 0:00:00","2020-04-30 0:00:00",4,4830,0,"19320.00","19320.00","19320.00","19320.00",0,4,"semana_13","2020-04-01 0:00:00","2020-04-08 0:00:00","2020-04-01 0:00:00","2020-04-08 0:00:00","MXN",3679,305561,2204,0,0,"2004_petco_hills_ppf_pfm_fb_2020-04-01",0,0,0,0,0,0,"2020-04-30 10:32:07"
"petco","hills","2004_petco_hills_ppf_pfm_fb","2004_petco_hills_ppf_pfm_fb_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2004,"Abril","hills","Facebook","2020-04-01 0:00:00","2020-04-30 0:00:00","2020-04-01 0:00:00","2020-04-30 0:00:00",0,0,0,0,0,0,0,0,0,"semana_14","2020-04-09 0:00:00","2020-04-16 0:00:00","2020-04-09 0:00:00","2020-04-16 0:00:00","MXN",3807,266085,1637,0,0,"2004_petco_hills_ppf_pfm_fb_2020-04-09",0,0,0,0,0,0,"2020-04-30 10:32:07"
"petco","hills","2004_petco_hills_ppf_pfm_fb","2004_petco_hills_ppf_pfm_fb_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2004,"Abril","hills","Facebook","2020-04-01 0:00:00","2020-04-30 0:00:00","2020-04-01 0:00:00","2020-04-30 0:00:00",0,0,0,0,0,0,0,0,0,"semana_15","2020-04-17 0:00:00","2020-04-24 0:00:00","2020-04-17 0:00:00","2020-04-24 0:00:00","MXN",4220,246071,1301,0,0,"2004_petco_hills_ppf_pfm_fb_2020-04-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"petco","hills","2004_petco_hills_ppf_pfm_sem","2004_petco_hills_ppf_pfm_sem_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2004,"Abril","hills","Google Search","2020-04-01 0:00:00","2020-04-30 0:00:00","2019-04-24 0:00:00","2020-04-30 0:00:00",9,1227,0,"11040.00","11040.00","11040.00","11040.00",0,9,"semana_13","2020-04-01 0:00:00","2020-04-08 0:00:00","2020-04-01 0:00:00","2020-04-08 0:00:00","MXN",3102,635886,10656,0,0,"2004_petco_hills_ppf_pfm_sem_2020-04-01",0,0,0,0,0,0,"2020-04-30 10:32:07"
"petco","hills","2004_petco_hills_ppf_pfm_sem","2004_petco_hills_ppf_pfm_sem_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2004,"Abril","hills","Google Search","2020-04-01 0:00:00","2020-04-30 0:00:00","2019-04-24 0:00:00","2020-04-30 0:00:00",0,0,0,0,0,0,0,0,0,"semana_14","2020-04-09 0:00:00","2020-04-16 0:00:00","2020-04-09 0:00:00","2020-04-16 0:00:00","MXN",2857,430032,10411,0,0,"2004_petco_hills_ppf_pfm_sem_2020-04-09",0,0,0,0,0,0,"2020-04-30 10:32:07"
"petco","hills","2004_petco_hills_ppf_pfm_sem","2004_petco_hills_ppf_pfm_sem_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2004,"Abril","hills","Google Search","2020-04-01 0:00:00","2020-04-30 0:00:00","2019-04-24 0:00:00","2020-04-30 0:00:00",0,0,0,0,0,0,0,0,0,"semana_15","2020-04-17 0:00:00","2020-04-24 0:00:00","2020-04-17 0:00:00","2020-04-24 0:00:00","MXN",3504,79126,6875,0,0,"2004_petco_hills_ppf_pfm_sem_2020-04-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"petco","proplan","2004_petco_proplan_ppf_pfm_dsp","2004_petco_proplan_ppf_pfm_dsp_V2","V2","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2004,"Abril","proplan","Programmatic","2020-04-15 0:00:00","2020-04-30 0:00:00","2020-04-16 0:00:00","2020-04-30 0:00:00",36.25,1652948,"2,181.89","59918.11","62100.00","40365.00","38183.11","2181.89",23.1,"semana_14","2020-04-09 0:00:00","2020-04-16 0:00:00","2020-04-16 0:00:00","2020-03-31 0:00:00","MXN",3346,92290,97,4,"4,356","2004_petco_proplan_ppf_pfm_dsp_2020-04-09",0,4,0,"4,356",0,0,"2020-04-30 10:32:07"
"petco","proplan","2004_petco_proplan_ppf_pfm_dsp","2004_petco_proplan_ppf_pfm_dsp_V2","V2","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2004,"Abril","proplan","Programmatic","2020-04-15 0:00:00","2020-04-30 0:00:00","2020-04-16 0:00:00","2020-04-30 0:00:00",0,0,0,0,0,0,0,0,0,"semana_15","2020-04-17 0:00:00","2020-04-24 0:00:00","2020-04-17 0:00:00","2020-03-19 0:00:00","MXN",0,1333824,1446,230,"304,278","2004_petco_proplan_ppf_pfm_dsp_2020-04-17",0,230,0,"304,278",0,0,"2020-04-30 10:32:07"
"petco","proplan","2004_petco_proplan_ppf_pfm_fb","2004_petco_proplan_ppf_pfm_fb_V2","V2","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2004,"Abril","proplan","Facebook","2020-04-15 0:00:00","2020-04-30 0:00:00","2020-04-15 0:00:00","2020-04-30 0:00:00",4,12075,0,"48300.00","48300.00","48300.00","48300.00",0,4,"semana_14","2020-04-09 0:00:00","2020-04-16 0:00:00","2020-04-15 0:00:00","2020-04-16 0:00:00","MXN",1889,102971,509,0,0,"2004_petco_proplan_ppf_pfm_fb_2020-04-09",0,0,0,0,0,0,"2020-04-30 10:32:07"
"petco","proplan","2004_petco_proplan_ppf_pfm_fb","2004_petco_proplan_ppf_pfm_fb_V2","V2","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2004,"Abril","proplan","Facebook","2020-04-15 0:00:00","2020-04-30 0:00:00","2020-04-15 0:00:00","2020-04-30 0:00:00",0,0,0,0,0,0,0,0,0,"semana_15","2020-04-17 0:00:00","2020-04-24 0:00:00","2020-04-17 0:00:00","2020-04-24 0:00:00","MXN",26234,1500773,6641,0,0,"2004_petco_proplan_ppf_pfm_fb_2020-04-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"petco","proplan","2004_petco_proplan_ppf_pfm_sem","2004_petco_proplan_ppf_pfm_sem_V2","V2","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2004,"Abril","proplan","Google Search","2020-04-15 0:00:00","2020-04-30 0:00:00","2020-04-15 0:00:00","2020-04-30 0:00:00",9,3067,0,"27600.00","27600.00","27600.00","27600.00",0,9,"semana_14","2020-04-09 0:00:00","2020-04-16 0:00:00","2020-04-15 0:00:00","2020-04-16 0:00:00","MXN",3881,5821,254,0,0,"2004_petco_proplan_ppf_pfm_sem_2020-04-09",0,0,0,0,0,0,"2020-04-30 10:32:07"
"petco","proplan","2004_petco_proplan_ppf_pfm_sem","2004_petco_proplan_ppf_pfm_sem_V2","V2","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2004,"Abril","proplan","Google Search","2020-04-15 0:00:00","2020-04-30 0:00:00","2020-04-15 0:00:00","2020-04-30 0:00:00",0,0,0,0,0,0,0,0,0,"semana_15","2020-04-17 0:00:00","2020-04-24 0:00:00","2020-04-17 0:00:00","2020-04-24 0:00:00","MXN",15193,179305,10947,0,0,"2004_petco_proplan_ppf_pfm_sem_2020-04-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"petco","tiendaaltavistapromo","2003_petco_tiendaaltavistapromo_pi_pfm_fb","2003_petco_tiendaaltavistapromo_pi_pfm_fb_V1","V1","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2003,"Marzo","tiendaaltavistapromo","Facebook","2020-03-06 0:00:00","2020-04-02 0:00:00","2020-03-07 0:00:00","2020-04-02 0:00:00",4,288,0,"1150.00","1150.00","1150.00","1150.00",0,4,"semana_9","2020-03-01 0:00:00","2020-03-08 0:00:00","2020-03-07 0:00:00","2020-03-08 0:00:00","MXN",56,21768,13,0,0,"2003_petco_tiendaaltavistapromo_pi_pfm_fb_2020-03-01",0,0,0,0,0,0,"2020-04-30 10:32:07"
"petco","tiendaaltavistapromo","2003_petco_tiendaaltavistapromo_pi_pfm_fb","2003_petco_tiendaaltavistapromo_pi_pfm_fb_V1","V1","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2003,"Marzo","tiendaaltavistapromo","Facebook","2020-03-06 0:00:00","2020-04-02 0:00:00","2020-03-07 0:00:00","2020-04-02 0:00:00",0,0,0,0,0,0,0,0,0,"semana_10","2020-03-09 0:00:00","2020-03-16 0:00:00","2020-03-09 0:00:00","2020-03-16 0:00:00","MXN",362,122379,79,0,0,"2003_petco_tiendaaltavistapromo_pi_pfm_fb_2020-03-09",0,0,0,0,0,0,"2020-04-30 10:32:07"
"petco","tiendaaltavistapromo","2003_petco_tiendaaltavistapromo_pi_pfm_fb","2003_petco_tiendaaltavistapromo_pi_pfm_fb_V1","V1","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2003,"Marzo","tiendaaltavistapromo","Facebook","2020-03-06 0:00:00","2020-04-02 0:00:00","2020-03-07 0:00:00","2020-04-02 0:00:00",0,0,0,0,0,0,0,0,0,"semana_11","2020-03-17 0:00:00","2020-03-24 0:00:00","2020-03-17 0:00:00","2020-03-24 0:00:00","MXN",326,128227,75,0,0,"2003_petco_tiendaaltavistapromo_pi_pfm_fb_2020-03-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"petco","tiendaaltavistapromo2","2003_petco_tiendaaltavistapromo2_pi_pfm_fb","2003_petco_tiendaaltavistapromo2_pi_pfm_fb_V1","V1","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2003,"Marzo","tiendaaltavistapromo2","Facebook","2020-03-13 0:00:00","2020-04-09 0:00:00","2020-03-13 0:00:00","2020-04-09 0:00:00",4,288,0,"1150.00","1150.00","1150.00","1150.00",0,4,"semana_10","2020-03-09 0:00:00","2020-03-16 0:00:00","2020-03-13 0:00:00","2020-03-16 0:00:00","MXN",155,50707,34,0,0,"2003_petco_tiendaaltavistapromo2_pi_pfm_fb_2020-03-09",0,0,0,0,0,0,"2020-04-30 10:32:07"
"petco","tiendaaltavistapromo2","2003_petco_tiendaaltavistapromo2_pi_pfm_fb","2003_petco_tiendaaltavistapromo2_pi_pfm_fb_V1","V1","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2003,"Marzo","tiendaaltavistapromo2","Facebook","2020-03-13 0:00:00","2020-04-09 0:00:00","2020-03-13 0:00:00","2020-04-09 0:00:00",0,0,0,0,0,0,0,0,0,"semana_11","2020-03-17 0:00:00","2020-03-24 0:00:00","2020-03-17 0:00:00","2020-03-24 0:00:00","MXN",319,127532,110,0,0,"2003_petco_tiendaaltavistapromo2_pi_pfm_fb_2020-03-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
