cliente_nomenclatura,campaña_nomenclatura,llave_ventas,llave_unica_mp,versión,tipo_presupuesto,tipo_2,comentario,Año-Mes,mes_plan,campaña_nomenclatura,plataforma,fecha_inicio_plan,fecha_fin_plan,inicio_campaña,fin_campaña,costo_planeado,kpi_planeado,serving,inversión_plataforma,inversión_total,inversión_AdOps,Operativo_AdOps,Serving_AdOps,costo_operativo,inicio_reporte,fin_reporte,inicio_campaña_reporte,fin_campaña_reporte,divisa,dinero_gastado,impresiones,clics,conversiones,revenue,llave_analytics,conversiones_directas,conversiones_asistidas,revenue_directo,revenue_asistido,total_conversiones,total_revenue,ultima_actualizacion
rs,ao-mkt,2003_rs_ao-mkt_pi_pfm_dsp,2003_rs_ao-mkt_pi_pfm_dsp_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,ao-mkt,Programmatic,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-03-31 0:00:00,36.25,734644,969.73,26630.27,27600,17940,16970.27,969.73,23.1,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-02-10 0:00:00,MXN,27600,798289,501,16,9106.75,2003_rs_ao-mkt_pi_pfm_dsp_2020-03-01,0,16,0,9106.75,0,0,2020-04-30 10:13:12
rs,ao-mkt,2003_rs_ao-mkt_pi_pfm_fb,2003_rs_ao-mkt_pi_pfm_fb_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,ao-mkt,Facebook,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-03-31 0:00:00,4,20700,0,82800,82800,82800,82800,0,4,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-03-31 0:00:00,MXN,82800,8265523,197416,0,0,2003_rs_ao-mkt_pi_pfm_fb_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
rs,extramkt,2002_rs_extramkt_pi_pfm_dsp,2002_rs_extramkt_pi_pfm_dsp_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,extramkt,Programmatic,2020-02-11 0:00:00,2020-02-29 0:00:00,2020-02-11 0:00:00,2020-02-29 0:00:00,36.25,1224406,1616.22,44383.78,46000,29900,28283.78,1616.22,23.1,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-11 0:00:00,2020-02-29 0:00:00,MXN,46000,1303203,955,5,6412,2002_rs_extramkt_pi_pfm_dsp_2020-02-01,5,0,6412,0,0,0,2020-04-30 10:13:12
rs,extramkt,2002_rs_extramkt_pi_pfm_dsp,2002_rs_extramkt_pi_pfm_dsp_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,extramkt,Programmatic,2020-02-11 0:00:00,2020-02-29 0:00:00,2020-02-11 0:00:00,2020-02-29 0:00:00,0,0,0,0,0,0,0,0,0,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-02-29 0:00:00,MXN,0,2085,4,15,9475.8,2002_rs_extramkt_pi_pfm_dsp_2020-03-01,0,15,0,9475.8,0,0,2020-04-30 10:13:12
rs,geoedomex,2003_rs_geoedomex_pi_mkt_fb,2003_rs_geoedomex_pi_mkt_fb_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,geoedomex,Facebook,2020-03-24 0:00:00,2020-03-31 0:00:00,2020-03-24 0:00:00,2020-03-31 0:00:00,20,920000,0,18400,18400,18400,18400,0,20,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-24 0:00:00,2020-03-31 0:00:00,MXN,18194.57,381832,1235,0,0,2003_rs_geoedomex_pi_mkt_fb_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
rs,izettle,2001_rs_izettle_ppf_pfm_dsp,2001_rs_izettle_ppf_pfm_dsp_V2,V2,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,izettle,Programmatic,2020-01-08 0:00:00,2020-01-31 0:00:00,2020-01-09 0:00:00,2020-01-31 0:00:00,36.25,275491,363.65,9986.35,10350,6727.5,6363.85,363.65,23.1,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-09 0:00:00,2020-01-31 0:00:00,MXN,10350,334043,326,6,12502,2001_rs_izettle_ppf_pfm_dsp_2020-01-01,6,0,12502,0,0,0,2020-04-30 10:13:12
rs,izettle,2001_rs_izettle_ppf_pfm_dsp,2001_rs_izettle_ppf_pfm_dsp_V2,V2,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,izettle,Programmatic,2020-01-08 0:00:00,2020-01-31 0:00:00,2020-01-09 0:00:00,2020-01-31 0:00:00,0,0,0,0,0,0,0,0,0,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2019-11-18 0:00:00,MXN,0,234,1,6,5302,2001_rs_izettle_ppf_pfm_dsp_2020-02-01,0,6,0,5302,0,0,2020-04-30 10:13:12
rs,izettle,2001_rs_izettle_ppf_pfm_fb,2001_rs_izettle_ppf_pfm_fb_V2,V2,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,izettle,Facebook,2020-01-08 0:00:00,2020-01-31 0:00:00,2020-01-09 0:00:00,2020-01-31 0:00:00,4,2300,0,9200,9200,9200,9200,0,4,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-09 0:00:00,2020-01-31 0:00:00,MXN,9200,498964,2328,0,0,2001_rs_izettle_ppf_pfm_fb_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
rs,izettle,2001_rs_izettle_ppf_pfm_sem,2001_rs_izettle_ppf_pfm_sem_V2,V2,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,izettle,Google Search,2020-01-08 0:00:00,2020-01-31 0:00:00,2019-03-25 0:00:00,2020-04-30 0:00:00,9,383,0,3450,3450,3450,3450,0,9,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-01 0:00:00,2020-01-31 0:00:00,MXN,3378.06,17140,1341,0,0,2001_rs_izettle_ppf_pfm_sem_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
rs,izettle,2002_rs_izettle_ppf_pfm_dsp,2002_rs_izettle_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,izettle,Programmatic,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,36.25,275491,363.65,9986.35,10350,6727.5,6363.85,363.65,23.1,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2019-10-31 0:00:00,MXN,10144.38125,279845,213,8,4065.65,2002_rs_izettle_ppf_pfm_dsp_2020-02-01,0,8,0,4065.65,0,0,2020-04-30 10:13:12
rs,izettle,2002_rs_izettle_ppf_pfm_dsp,2002_rs_izettle_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,izettle,Programmatic,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,0,0,0,0,0,0,0,0,0,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-03-01 0:00:00,MXN,0,52,0,2,2976,2002_rs_izettle_ppf_pfm_dsp_2020-03-01,2,0,2976,0,0,0,2020-04-30 10:13:12
rs,izettle,2002_rs_izettle_ppf_pfm_fb,2002_rs_izettle_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,izettle,Facebook,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-24 0:00:00,4,2300,0,9200,9200,9200,9200,0,4,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-24 0:00:00,MXN,9200,471105,2443,0,0,2002_rs_izettle_ppf_pfm_fb_2020-02-01,0,0,0,0,0,0,2020-04-30 10:13:12
rs,izettle,2002_rs_izettle_ppf_pfm_sem,2002_rs_izettle_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,izettle,Google Search,2020-02-01 0:00:00,2020-02-29 0:00:00,2019-03-25 0:00:00,2020-04-30 0:00:00,9,383,0,3450,3450,3450,3450,0,9,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,MXN,3450.36,18470,1664,0,0,2002_rs_izettle_ppf_pfm_sem_2020-02-01,0,0,0,0,0,0,2020-04-30 10:13:12
rs,izettle,2003_rs_izettle_ppf_pfm_dsp,2003_rs_izettle_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Programmatic,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-03-31 0:00:00,36.25,257125,339.41,9320.59,9660,6279,5939.59,339.41,23.1,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-02-29 0:00:00,MXN,9572.3925,264066,127,14,7401.75,2003_rs_izettle_ppf_pfm_dsp_2020-03-01,0,14,0,7401.75,0,0,2020-04-30 10:13:12
rs,izettle,2003_rs_izettle_ppf_pfm_fb,2003_rs_izettle_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Facebook,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-03-31 0:00:00,4,3220,0,12880,12880,12880,12880,0,4,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-03-31 0:00:00,MXN,12880,674446,3763,0,0,2003_rs_izettle_ppf_pfm_fb_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
rs,izettle,2003_rs_izettle_ppf_pfm_sem,2003_rs_izettle_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Google Search,2020-03-01 0:00:00,2020-03-31 0:00:00,2019-03-25 0:00:00,2020-04-30 0:00:00,9,1073,0,9660,9660,9660,9660,0,9,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-03-31 0:00:00,MXN,9484.76,38900,3931,0,0,2003_rs_izettle_ppf_pfm_sem_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
rs,mercadopago,2003_rs_mercadopago_ppf_pfm_dsp,2003_rs_mercadopago_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,mercadopago,Programmatic,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-03-31 0:00:00,36.25,489762,646.49,17753.51,18400,11960,11313.51,646.49,23.1,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-02-29 0:00:00,MXN,18285.1525,504418,311,25,41290.35,2003_rs_mercadopago_ppf_pfm_dsp_2020-03-01,0,25,0,41290.35,0,0,2020-04-30 10:13:12
rs,mercadopago,2003_rs_mercadopago_ppf_pfm_fb,2003_rs_mercadopago_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,mercadopago,Facebook,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-03-31 0:00:00,4,6900,0,27600,27600,27600,27600,0,4,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-03-31 0:00:00,MXN,27600,1552652,13254,0,0,2003_rs_mercadopago_ppf_pfm_fb_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
rs,mercadopago,2003_rs_mercadopago_ppf_pfm_sem,2003_rs_mercadopago_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,mercadopago,Google Search,2020-03-01 0:00:00,2020-03-31 0:00:00,2019-11-15 0:00:00,2020-04-30 0:00:00,9,3067,0,27600,27600,27600,27600,0,9,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-03-31 0:00:00,MXN,28953.19,3526,147,0,0,2003_rs_mercadopago_ppf_pfm_sem_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
rs,payclip,2001_rs_payclip_ppf_pfm_fb,2001_rs_payclip_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,payclip,Facebook,2020-01-20 0:00:00,2020-01-31 0:00:00,2020-01-20 0:00:00,2020-01-31 0:00:00,4,1380,0,5520,5520,0,0,0,0,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-20 0:00:00,2020-01-31 0:00:00,MXN,5520,466087,1592,0,0,2001_rs_payclip_ppf_pfm_fb_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
rs,payclip,2001_rs_payclip_ppf_pfm_sem,2001_rs_payclip_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,payclip,Google Search,2020-01-20 0:00:00,2020-01-31 0:00:00,2019-01-22 0:00:00,2020-03-31 0:00:00,9,307,0,2760,2760,0,0,0,0,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-01 0:00:00,2020-01-31 0:00:00,MXN,2753.6,16578,859,0,0,2001_rs_payclip_ppf_pfm_sem_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
rs,payclip,2002_rs_payclip_ppf_pfm_fb,2002_rs_payclip_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,payclip,Facebook,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,4,828,0,3312,3312,3312,3312,0,4,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,MXN,3311.99,246745,754,0,0,2002_rs_payclip_ppf_pfm_fb_2020-02-01,0,0,0,0,0,0,2020-04-30 10:13:12
rs,payclip,2002_rs_payclip_ppf_pfm_sem,2002_rs_payclip_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,payclip,Google Search,2020-02-01 0:00:00,2020-02-29 0:00:00,2019-01-22 0:00:00,2020-03-31 0:00:00,9,184,0,1656,1656,1656,1656,0,9,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,MXN,1655.97,23587,1051,0,0,2002_rs_payclip_ppf_pfm_sem_2020-02-01,0,0,0,0,0,0,2020-04-30 10:13:12
rs,payclip,2003_rs_payclip_ppf_pfm_dsp,2003_rs_payclip_ppf_pfm_dsp_V2,V2,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,payclip,Programmatic,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-03-31 0:00:00,36.25,33463,44.17,1213.01,1257.18,817.17,773,44.17,23.1,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-02-29 0:00:00,MXN,1257.18,156583,74,5,5464.6,2003_rs_payclip_ppf_pfm_dsp_2020-03-01,0,5,0,5464.6,0,0,2020-04-30 10:13:12
rs,payclip,2003_rs_payclip_ppf_pfm_fb,2003_rs_payclip_ppf_pfm_fb_V2,V2,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,payclip,Facebook,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-03-31 0:00:00,4,1380,0,5520,5520,5520,5520,0,4,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-03-31 0:00:00,MXN,5520,480971,1487,0,0,2003_rs_payclip_ppf_pfm_fb_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
rs,payclip,2003_rs_payclip_ppf_pfm_sem,2003_rs_payclip_ppf_pfm_sem_V2,V2,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,payclip,Google Search,2020-03-01 0:00:00,2020-03-31 0:00:00,2019-01-22 0:00:00,2020-03-31 0:00:00,9,307,0,2760,2760,2760,2760,0,9,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-03-31 0:00:00,MXN,2760.18,33922,1459,0,0,2003_rs_payclip_ppf_pfm_sem_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
rs,payclipenero,2001_rs_payclipenero_ppf_pfm_dsp,2001_rs_payclipenero_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,payclipenero,Programmatic,2020-01-20 0:00:00,2020-01-31 0:00:00,2020-01-20 0:00:00,2020-01-31 0:00:00,36.25,146929,193.95,5326.05,5520,0,0,0,0,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-20 0:00:00,2020-01-31 0:00:00,MXN,5520,180545,153,2,20997,2001_rs_payclipenero_ppf_pfm_dsp_2020-01-01,2,0,20997,0,0,0,2020-04-30 10:13:12
rs,payclipenero,2001_rs_payclipenero_ppf_pfm_dsp,2001_rs_payclipenero_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,payclipenero,Programmatic,2020-01-20 0:00:00,2020-01-31 0:00:00,2020-01-20 0:00:00,2020-01-31 0:00:00,0,0,0,0,0,0,0,0,0,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2019-12-31 0:00:00,MXN,0,29,0,3,1973,2001_rs_payclipenero_ppf_pfm_dsp_2020-02-01,0,3,0,1973,0,0,2020-04-30 10:13:12
rs,pfm,2001_rs_pfm_reyes_1-6enero_dsp,2001_rs_pfm_reyes_1-6enero_dsp_V3,V3,reyes,1-6enero,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,pfm,Programmatic,2020-01-01 0:00:00,2020-01-05 0:00:00,2020-01-01 0:00:00,2020-01-06 0:00:00,36.25,489762,646.49,17753.51,18400,0,0,0,0,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-01 0:00:00,2020-01-31 0:00:00,MXN,18400,679404,511,12,20041,2001_rs_pfm_reyes_1-6enero_dsp_2020-01-01,12,0,20041,0,0,0,2020-04-30 10:13:12
rs,pfm,2001_rs_pfm_reyes_1-6enero_dsp,2001_rs_pfm_reyes_1-6enero_dsp_V3,V3,reyes,1-6enero,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,pfm,Programmatic,2020-01-01 0:00:00,2020-01-05 0:00:00,2020-01-01 0:00:00,2020-01-06 0:00:00,0,0,0,0,0,0,0,0,0,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2019-12-31 0:00:00,MXN,0,8,0,1,1159.2,2001_rs_pfm_reyes_1-6enero_dsp_2020-02-01,0,1,0,1159.2,0,0,2020-04-30 10:13:12
rs,preventacitibanamexmkt,2003_rs_preventacitibanamexmkt_pi_pfm_fb,2003_rs_preventacitibanamexmkt_pi_pfm_fb_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,preventacitibanamexmkt,Facebook,2020-03-12 0:00:00,2020-03-12 0:00:00,2020-03-12 0:00:00,2020-03-12 0:00:00,4,2300,0,9200,9200,9200,9200,0,4,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-12 0:00:00,2020-03-12 0:00:00,MXN,9200,1187362,4054,0,0,2003_rs_preventacitibanamexmkt_pi_pfm_fb_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
rs,promosfindesemana,2001_rs_promosfindesemana_pi_mkt_fb,2001_rs_promosfindesemana_pi_mkt_fb_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,promosfindesemana,Facebook,2020-01-17 0:00:00,2020-01-19 0:00:00,2020-01-17 0:00:00,2020-01-19 0:00:00,4,2300,0,9200,9200,9200,9200,0,4,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-17 0:00:00,2020-01-19 0:00:00,MXN,9200,767404,10447,0,0,2001_rs_promosfindesemana_pi_mkt_fb_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
rs,reyes,2001_rs_reyes_pi_pfm_fb,2001_rs_reyes_pi_pfm_fb_V3,V3,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,reyes,Facebook,2020-01-01 0:00:00,2020-01-05 0:00:00,2020-01-01 0:00:00,2020-01-06 0:00:00,4,6900,0,27600,27600,27600,27600,0,4,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-01 0:00:00,2020-01-06 0:00:00,MXN,27600,2555919,54596,0,0,2001_rs_reyes_pi_pfm_fb_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
rs,shackdayscadenaecomm,2003_rs_shackdayscadenaecomm_pi_pfm_dsp,2003_rs_shackdayscadenaecomm_pi_pfm_dsp_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,shackdayscadenaecomm,Programmatic,2020-03-13 0:00:00,2020-03-16 0:00:00,2020-03-13 0:00:00,2020-03-16 0:00:00,36.25,244881,323.24,8876.76,9200,5980,5656.76,323.24,23.1,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-13 0:00:00,2020-03-31 0:00:00,MXN,9200,295344,148,3,2116.3,2003_rs_shackdayscadenaecomm_pi_pfm_dsp_2020-03-01,3,0,2116.3,0,0,0,2020-04-30 10:13:12
rs,shackdayscadenaecomm,2003_rs_shackdayscadenaecomm_pi_pfm_fb,2003_rs_shackdayscadenaecomm_pi_pfm_fb_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,shackdayscadenaecomm,Facebook,2020-03-13 0:00:00,2020-03-16 0:00:00,2020-03-13 0:00:00,2020-03-16 0:00:00,4,2300,0,9200,9200,9200,9200,0,4,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-13 0:00:00,2020-03-16 0:00:00,MXN,9200,1241650,38332,0,0,2003_rs_shackdayscadenaecomm_pi_pfm_fb_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
rs,shackdayscadenamkt,2003_rs_shackdayscadenamkt_pi_pfm_dsp,2003_rs_shackdayscadenamkt_pi_pfm_dsp_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,shackdayscadenamkt,Programmatic,2020-03-13 0:00:00,2020-03-16 0:00:00,2020-03-13 0:00:00,2020-03-16 0:00:00,36.25,734644,969.73,26630.27,27600,17940,16970.27,969.73,23.1,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-13 0:00:00,2020-03-31 0:00:00,MXN,27600,892006,598,6,10756,2003_rs_shackdayscadenamkt_pi_pfm_dsp_2020-03-01,6,0,10756,0,0,0,2020-04-30 10:13:12
rs,shackdayscadenamkt,2003_rs_shackdayscadenamkt_pi_pfm_fb,2003_rs_shackdayscadenamkt_pi_pfm_fb_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,shackdayscadenamkt,Facebook,2020-03-13 0:00:00,2020-03-16 0:00:00,2020-03-13 0:00:00,2020-03-16 0:00:00,4,11500,0,46000,46000,46000,46000,0,4,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-13 0:00:00,2020-03-16 0:00:00,MXN,46000,1410766,37647,0,0,2003_rs_shackdayscadenamkt_pi_pfm_fb_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
rs,shackdaysonlineecomm,2003_rs_shackdaysonlineecomm_pi_pfm_dsp,2003_rs_shackdaysonlineecomm_pi_pfm_dsp_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,shackdaysonlineecomm,Programmatic,2020-03-17 0:00:00,2020-03-18 0:00:00,2020-03-17 0:00:00,2020-03-18 0:00:00,36.25,244881,323.24,8876.76,9200,5980,5656.76,323.24,23.1,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-17 0:00:00,2020-03-31 0:00:00,MXN,9200,335313,211,3,658.15,2003_rs_shackdaysonlineecomm_pi_pfm_dsp_2020-03-01,3,0,658.15,0,0,0,2020-04-30 10:13:12
rs,shackdaysonlineecomm,2003_rs_shackdaysonlineecomm_pi_pfm_fb,2003_rs_shackdaysonlineecomm_pi_pfm_fb_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,shackdaysonlineecomm,Facebook,2020-03-17 0:00:00,2020-03-18 0:00:00,2020-03-17 0:00:00,2020-03-18 0:00:00,4,4600,0,18400,18400,18400,18400,0,4,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-17 0:00:00,2020-03-18 0:00:00,MXN,18400,1515425,67734,0,0,2003_rs_shackdaysonlineecomm_pi_pfm_fb_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
rs,shackdaysonlinemkt,2003_rs_shackdaysonlinemkt_pi_pfm_dsp,2003_rs_shackdaysonlinemkt_pi_pfm_dsp_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,shackdaysonlinemkt,Programmatic,2020-03-17 0:00:00,2020-03-18 0:00:00,2020-03-06 0:00:00,2020-03-18 0:00:00,36.25,244881,323.24,8876.76,9200,5980,5656.76,323.24,23.1,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-06 0:00:00,2020-03-31 0:00:00,MXN,9200,259863,153,1,600.6,2003_rs_shackdaysonlinemkt_pi_pfm_dsp_2020-03-01,1,0,600.6,0,0,0,2020-04-30 10:13:12
rs,shackdaysonlinemkt,2003_rs_shackdaysonlinemkt_pi_pfm_fb,2003_rs_shackdaysonlinemkt_pi_pfm_fb_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,shackdaysonlinemkt,Facebook,2020-03-17 0:00:00,2020-03-18 0:00:00,2020-03-17 0:00:00,2020-03-18 0:00:00,4,4600,0,18400,18400,18400,18400,0,4,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-17 0:00:00,2020-03-18 0:00:00,MXN,18400,1528034,66410,0,0,2003_rs_shackdaysonlinemkt_pi_pfm_fb_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
rs,shackweekend,2001_rs_shackweekend_pi_pfm_dsp,2001_rs_shackweekend_pi_pfm_dsp_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,shackweekend,Programmatic,2020-01-30 0:00:00,2020-02-03 0:00:00,2020-01-30 0:00:00,2020-02-03 0:00:00,36.25,734644,969.73,26630.27,27600,17940,16970.27,969.73,23.1,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-01-13 0:00:00,MXN,18618.0725,513602,733,6,182403,2001_rs_shackweekend_pi_pfm_dsp_2020-02-01,0,6,0,182403,0,0,2020-04-30 10:13:12
rs,shackweekend,2001_rs_shackweekend_pi_pfm_fb,2001_rs_shackweekend_pi_pfm_fb_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,shackweekend,Facebook,2020-01-30 0:00:00,2020-02-03 0:00:00,2020-01-30 0:00:00,2020-02-03 0:00:00,4,9200,0,36800,36800,36800,36800,0,4,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-30 0:00:00,2020-01-31 0:00:00,MXN,14721.42,1044215,26402,0,0,2001_rs_shackweekend_pi_pfm_fb_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
